apt_id,apt_name,apt_street,apt_city,apt_state,apt_zip,apt_phone,apt_num_rentals,apt_num_reviews,apt_avg_review,apt_latitude,apt_longtitude,apt_description
19zge06,EDGE™ on the Beltline,670 Dekalb Ave NE,Atlanta,GA,30312,844-236-9066,18,4,3.5,33.75335,-84.36549,"'EDGE™ on the Beltline offers luxurious studio, one-, two-, and three-bedroom apartments on the Beltline with modern floor plans that range from 583 – 1653 square feet. Each of our units feature an open-concept layout giving you the ultimate flexibility to make your space match your lifestyle. With premium finishes such as granite or quartz countertops, designer light fixtures, and elegant wood flooring, our pet-friendly Beltline apartments create the perfect atmosphere to help you relax and unwind after a day at the office. Our apartments in Inman Park are the epitome of resort-style living featuring a heated resort-style pool, club-quality fitness center, secured private garage parking, and contemporary-styled clubhouse with clubroom and complimentary Wi-Fi. Also, EDGE™ on the Beltline has convenient on-site businesses including several restaurants, bars, and a cycling studio. Our convenient Inman Park location puts our Beltline apartments close to many major Atlanta area employers such as WellStar Atlanta Medical Center, Georgia State University, SunTrust Bank, Delta Airlines, and Coca-Cola. With easy access to I-85 and the King Memorial MARTA station only a short walk away, you’ll always have a smooth commute. If you travel for work, you’re in luck! Edge on the Beltline is only a 15-minute drive from Hartsfield-Jackson International Airport.Atlanta is a city that exudes energy and excitement, and nowhere is that energy and excitement felt more than at EDGE™ on the Beltline. At our Beltline apartments, you are in the middle of it all! Whether you want to check out the trendy shops and eclectic dining options at Ponce City Market and Krog Street Market or stroll the Beltline’s Eastside Trail taking in the inspiring art installations, or head downtown for a few drinks and a good time, the best of ATL is at your disposal. Discover the excitement and convenience of life at our Beltline apartments and schedule a tour today.'"
n63p95m,1660 Peachtree,1660 Peachtree St NW,Atlanta,GA,30309,844-318-2357,6,32,4.1,33.79812,-84.3912,"'1660 Peachtree offers luxury one and two-bedroom options ranging from 779 square feet to 1,266 square feet. Luxurious finishes include granite countertops, elegant hardwood floors, massive walk-in closets, and private balconies. The spacious, open floor plans give you the ultimate ability to adapt your apartment to your lifestyle.Our Peachtree apartments come with a wide range of luxury resident-exclusive amenities to make your life easier. 1660 Peachtree is equipped with a resort-style pool, poolside grilling stations, state-of-the-art business center, upgraded 24-hour fitness center, and a convenient car care center.Large employers such as Piedmont Atlanta Hospital and Georgia Tech are only a short drive away from our Peachtree apartments, and Atlanta’s renowned award-winning art and design school, SCAD, is right next door! Atlanta is also home to 16 Fortune 500 companies and many major employers including, Coca-Cola, Delta Airlines, and The Home Depot. From our prime Peachtree location, you won’t have to worry about a troublesome commute no matter where you earn your living in A-town. With easy access to I-75 and I-85, our residents are only a 15-minute drive from Downtown. If you don’t have a car, no need to worry. The Art District MARTA station is less than a 10-minute bike or scooter ride away!You’ll have a nearly endless list of options for fun and recreation when choosing to live at our Peachtree apartments. Our centralized Midtown location puts you within arm’s reach of some of the best shopping, dining, and entertainment Atlanta has to offer. Feed your inner shopaholic at the unique shops of the Westside Provisions District. Sample the taste of Atlanta at some of the city’s most iconic restaurants like The Colonnade and Mary Mac’s Tea Room, just minutes from your front door. A short walk or bike-ride away is the inspiring Midtown Art District, where you can explore constantly changing art installations and the various institutions that define Atlantan art and culture. Nearby Piedmont Park and the Beltline’s Eastside trail are great places to catch some fresh air if enjoying the outdoors is more your style. Both are also resident favorites for getting some exercise with your four-legged friend!'"
kedgzv8,The Falls at Forsyth,5310 Falls Dr,Cumming,GA,30028,844-513-8009,20,28,4.5,34.29897,-84.07447,"'The Falls at Forsyth is not only your home but a relaxing retreat where you can unwind while sipping on a glass of wine from your private balcony while feeling like you are on a vacation every day. Entertain your friends and family with our resort-style amenities such as grilling stations and an outdoor amphitheater. Grab your favorite book and settle in to one of our cozy outdoor greenspaces and get lost in your novel. Our one and two bedroom apartment homes and townhouses make your life so much easier, complete with stainless steel appliances, gorgeous granite countertops and hardwood inspired flooring. The Falls at Forsyth is designed with you in mind, welcome home!'"
wdsrm0k,The Ellis,3 Woodcock Rd,Savannah,GA,31404,912-335-3379,28,1,5.0,32.06925,-81.0505,"'Introducing The Ellis – Savannah’s newest apartment community located just over a mile away from the historic downtown district. Featuring studio, one and two-bedroom apartments as well as carriage homes, The Ellis is where eclectic inspiration meets elegant living. From our saltwater pool and sundeck surrounded by majestic live oak trees to our spacious open-air clubhouse made perfect for entertaining, we have every detail of modern luxury covered. Schedule your tour today!'"
6zrbnet,Revel Ballpark,2855 Crescent Pky,Atlanta,GA,30339,470-440-8009,62,nan,nan,33.89419,-84.46897,"'The Battery is a cultural hotspot, a unique mood that’s pure Atlanta. You’ll find that spirit at Revel Ballpark Apartments in Atlanta, GA, where luxury living is as eclectic and funky as the nightlife around it. Feel inspired in one of our stylish studio, one, two, and three-bedroom apartments, each meticulously designed with your flair in mind. Revel’s got a vibe all its own—just like you. Come revel with us. Call to schedule your tour of our apartments in The Battery.'"
jjm0r87,The Sutton,2965-2975 Peachtree Rd,Atlanta,GA,30305,844-221-1643,42,nan,nan,33.83602,-84.38131,"'The Sutton is a new luxury apartment community in the heart of Buckhead Village, fully equipped residences of 1-3 bedrooms with exceptional amenities and a real sense of community.'"
qj4tw6w,Vireo,195 13th St NE,Atlanta,GA,30309,770-824-9394,22,1,4.8,33.78505,-84.38091,"""Located in the heart of Atlanta's most desirable places to call home, Vireo offers studio, one-, two-, and three-bedroom apartments homes. With upscale interior finishes and unrivaled amenities, Vireo seamlessly blends comfortable living with cutting-edge technology. Contact us today to find your new home at Vireo."""
v2bgrvf,The Bishop,1115 Springwood Connector,Atlanta,GA,30328,470-419-3388,78,4,3.9,33.91752,-84.34958,"'Welcome to The Bishop, a brand new apartment community in Atlanta, GA. With luxurious studio, one and two bedroom apartments and outstanding amenities, The Bishop offers exceptional features so that you can live the way you were meant to. Our spacious apartments include contemporary open kitchens, balconies that overlook beautiful views of the city, and stainless steel appliances in every home. Step outside your apartment and into our community to enjoy the rooftop pool deck, exclusive speakeasy with a wine tasting room, or venture into Atlanta by hopping on the nearby GA-400 and I-285. The Bishop in Atlanta is close to all kinds of nearby activities such as Perimeter Mall, Cafe Intermezzo, Rumi’s Kitchen and many more. Welcome to The Bishop, now leasing brand new apartment homes in Atlanta, GA.'"
zrgq5vw,Adara at Godley Station,101 Spring Lakes Dr,Savannah,GA,31407,912-330-4717,42,9,4.7,32.17214,-81.23767,"'In-Person Tours Available We are now welcoming in-person, virtual and self-guided tour. Please contact us today to schedule your appointment. We offer brand new one, two, and three bedroom apartments fused with modern sophistication and high-speed convenience.Enjoy a spacious, open design, perfect for both entertaining and relaxing! Every apartment features lofty nine-foot ceilings, 2"" faux wooden blinds, ceiling fans with lighting in the bedrooms and living rooms, modern track and pendant lighting, a two-tone paint scheme, plush carpet, power-saving digital programmable thermostats, home intrusion alarms with optional monitoring, and framed vanity mirrors. Our gourmet kitchens offer a black appliance package, executive chef under-mount sink, designer tile backsplashes, granite countertops, and custom routed wood cabinetry with sleek hardware. Select units also include upscale wood finish flooring, walk-in showers with rain showerheads, built-in computer niches, luxurious soaking tubs, large walk-in closets, direct access attached garages, a relaxing patio or balcony, and retreat views!'"
3mhfc5d,Overlook At Huntcrest,1455 Satellite Blvd NW,Suwanee,GA,30024,470-235-5128,25,39,4.5,34.00663,-84.07824,"'We are now accepting in-person and self-guided tours via scheduled appointments only. Our virtual tours are also available. Please schedule yours today. Suwanee is now home to the newest collection of high-end apartments - Overlook at Huntcrest - just minutes from the Mall of Georgia and Sugarloaf Mills. Select from one, two or three-bedroom floor plans where no detail is overlooked. Enjoy luxurious touches throughout including designer kitchens, with granite countertops and tile backsplashes, and spa-inspired bathrooms with soaking tubs. The lavish amenities extend beyond your home with a saltwater pool and oversized tanning ledge, a fully equipped fitness facility and a sleek coffee lounge - all with high speed Wi-Fi to keep you connected. Pets are just as spoiled as our residents with a designated dog park and washing station. Reserve your space at Overlook at Huntcrest today and change your perspective on luxury apartment living!'"
s5mmsy4,The Cottages at Emerald Cove,100 Shellbark Way,Savannah,GA,31407,844-238-5645,25,2,4.7,32.17608,-81.22546,"'The Cottages at Emerald Cove Apartments offers a new style of apartment living with a flawless blend of designer inspired interiors in a gorgeous low country setting with easy access to upscale shopping, dining, outlet malls and recreation.'"
v5237re,Cortland at the Battery Atlanta,900 Battery Ave SE,Atlanta,GA,30339,678-210-8400,70,76,3.9,33.88912,-84.47011,"'Imagine living in a community with the best of sports, shops, restaurants, live music, and entertainment at your doorstep. Walk to work at major employers like Comcast or HD Supply, then pre-game on Fridays (or any day) with friends at Terrapin Taproom. And when you’re considering your weekend plans, you have a roster of options. Head over to Truist Park to watch the Atlanta Braves play ball, or cheer on your favorite football team on the big screen at Sports & Social. See your favorite band play live at The Coca-Cola Roxy, or put your bowling, karaoke, and vintage arcade skills to the test at Punch Bowl Social. Not in the social mood? Enjoy a night in at your home base. And no matter what your day looks like, you’ll come home to a team dedicated to knocking your living experience out of the park. This is Cortland at the Battery Atlanta.'"
zmpffny,The Kirkwood Apartments,71 Howard St SE,Atlanta,GA,30317,678-812-5677,15,1,5,33.7502,-84.32486,"'Blending an urban lifestyle with small-town vibes, The Kirkwood Apartments is a Brand New Midrise Apartment Community in Atlanta, GA. Ideally located, on Howard Street, our luxury apartments in Atlanta are here to offer you the life you always wanted.  What makes The Kirkwood Apartments different from the other communities in the area is our outstanding approach to luxury living. On our grounds, residents get to enjoy a wealth of impeccable amenities like our resort-style pool with sundeck, grill area, and cabanas, fitness center, lounge area with billiards table, outdoor social lounge with flat screen TV’s, and many more leisure options that span over 10,000 square feet of space. To ensure the comfort of our residents, we also added on-site parking, high-speed internet, electric car charging stations, and an Urban Tails Pet Spa for your furry friends to enjoy.(+more)Inside your new one or two-bedroom apartments, even more comfort awaits. With 15 distinct layouts, our apartments boast elegant kitchens with stainless steel appliances, spa-inspired bathrooms, Schlage Integrated Technology including keyless entries, tall ceilings, and generous walk-in closets. Some floor plans also feature private patios or balconies. But perhaps what makes our apartment community such a great place to live in is our coveted address that puts our residents close to Downtown, Midtown, Airport South, and top employers such as Delta, Emory Healthcare, and others.   Find out everything else there is to know about our apartments in Atlanta, GA. Browse our photos or better yet, schedule a tour, and come visit us in person. We’re sure you’ll love it here just as much as we do. Contact us today!'"
0vykyp0,Lumen Grant Park,465 Memorial Dr SE,Atlanta,GA,30312,470-377-3095,23,nan,nan,33.74647,-84.3721,"'Welcome to the good life at Lumen Grant Park Apartments in Grant Park, Atlanta, GA. Our luxury apartments for rent in Grant Park offers superb features and amenities including a Rooftop Sky Lounge with city and park views, in-home washer and dryer, state-of-the-art fitness center with a yoga and spin studio, multi-level swimming pool, and much, much more. At Lumen Grant Park, our neighborhood is vibrant with history and charm as we are located close to Grant Park, Zoo Atlanta, chic boutiques, restaurants and bars, and all the beauty that Downtown Atlanta offers. Our Lumen apartments have unique and hand-crafted floor plans where you can choose from luxury studio, one, two, and three apartments in downtown Atlanta, GA. Schedule your tour today and experience a new standard of living at Lumen Grant Park luxury apartments.'"
zwves6z,Amorance,2001 Commerce St,Alpharetta,GA,30009,404-850-9114,29,28,4.9,34.07533,-84.29329,"'We are now offering self-guided tours via schedule appointments only. Our virtual tours are also available. Call us to schedule yours today!Tour Today, Move-In Tomorrow!This breathtaking Alpharetta city residence located in the heart of downtown Alpharetta and features a stunning array of one- and two-bedroom apartments and townhomes. Amorance puts you in the middle of all the action in the greater Atlanta area while providing all the comforts of our exquisite, custom-designed homes. Our apartments are built with attention to detail and design that make them something truly special—indeed, each features its own aesthetic that sets it aside as distinct and unique. You will be blown away by the Amorance’s state of the art 24-hour fitness center, in-house yoga studio, resort-style swimming pool and personal balconies for taking in a beautiful sunset or just enjoying a quiet evening in private. Our guests enjoy nearby 18-hole golf courses, frequent local festivals, and highly convenient access to both Old Milton Parkway and the GA400. Additionally, Downtown Alpharetta is known for its abundance of fine dining, local boutique shopping, and nightlife. Amorance is pet-friendly and even boasts personal parcel lockers for easy package delivery to each of our residents. With our apartments, you can choose from a range of high-speed internet packages while every guest is provided with the latest high-efficiency appliances to ensure a happy and convenient home life. Whether you’re looking for a spacious one-bedroom apartment or an expansive townhouse, Amorance has something just for you! Get in touch to reserve your dream apartment and get in on the ground floor of the Amorance today.'"
kv7p1x9,Highlands at Sweetwater Creek,2789 Satellite Blvd,Duluth,GA,30096,404-850-9120,253,nan,nan,33.96888,-84.10522,'DRIFT INTO THE SWEET LIFEHighlands at Sweetwater Creek Apartments in Duluth is a new community offering both excellent proximity to city conveniences and the opportunity to explore nature. Move in and discover our mile and a half of nature trails. The sweet life is about to get sweeter…and now it can be yours!'
hschde3,The Ashley Gables Buckhead,530 E Paces Ferry Rd NE,Atlanta,GA,30305,470-344-1697,108,1,4.8,33.83898,-84.37098,"'Located amidst the prestigious Buckhead neighborhood, within walking distance to the latest trends in shopping, dining and entertainment, our community will boast the finest in amenities and interiors to appeal to the most discriminating renter.'"
k43twb9,The Byron,549 Peachtree St NE,Atlanta,GA,30308,470-747-4113,7,nan,nan,33.76953,-84.3849,"""Experience Midtown's chic new residence, The Byron. Bringing you unexpected luxury & coveted amenities, we are the evolution of modern Atlanta.Walk to work, stroll to dinner, hop on Marta or catch a ride off Peachtree Street. Our contemporary features offer elegance and style that’s unlike any others.The Byron features boutique style 1 & 2 bedroom apartments in the hustle and bustle of the Atlanta Midtown urban neighborhood, SONO.Choosing the Byron as your new home will not only change your address, it will change your way of life."""
lmq1y1f,Veranda Estates,6516 Spalding Dr NE,Peachtree Corners,GA,30092,844-217-1155,14,4,3.9,33.9664,-84.26156,"'Located at the crossroads of Peachtree Corners, Dunwoody, and Alpharetta, Veranda Estates Apartment Homes offers comfortable and stylish living on 20 rolling acres of the wooded reserve with a two-acre enchanting lake. Come on in and join our community; take advantage of our 24-hour fitness center or just relax and take a dip in the swimming pool! Enjoy the convenience of being located near the GA 400 and I-285, where fine shopping, dining, and entertainment are just a few minutes away. Step inside your newly redesigned home at Veranda Estates.'"
kg0ss4c,Marbella Place Apartment Homes,3470 Mount Zion Rd,Stockbridge,GA,30281,844-223-9740,12,7,3.6,33.55225,-84.27755,"'Marbella Place offers residents the best in apartment living with excellent amenities in Atlanta, GA. With new renovations and great new interiors in the works, Marbella Place is bringing high-end comfort to its residents. Our unique one-, two-, and three-bedroom apartment homes offer oversize closets, ceiling fans, and kitchens equipped with both dishwasher and ice maker. Take advantage of our newly designed clubhouse with updated 24-hour state-of-the-art fitness center and business center. Or relax at our resort-style pool with new designer lounge or one of our four playgrounds. We also have a summer kitchen with grilling stations and a Bark Park with agility equipment. We also provide services such as package delivery and free Wi-Fi at the pool, clubhouse and fitness center. Best of all, with new professional on-site management we are always at your service.'"
4f8enxk,Parc at 980,980 Walther Blvd,Lawrenceville,GA,30043,844-761-0748,5,28,3.9,33.97395,-84.01196,"""Luxury residential living takes on a whole new meaning at Parc @ 980 Apartment Homes; a resort-style community located right on Walther Blvd., just off University Pkwy. Step into stunning apartment homes with one, two, or three bedrooms filled with high-end materials and finishes, premium features, and the luxury amenities you'd expect from a premier residential address in Lawrenceville. Luxurious Amenities and Premier Features Nestled amongst lush landscaping in a quiet neighborhood, Parc @ 980 offers easy access to shopping, dining, entertainment, and more. If you're searching for an apartment in Lawrenceville, GA that caters to your lifestyle, we're sure to have a great one for you. Inside, you'll find amenities like sunrooms, attached garages, double vanity sinks, arched doorways, fully equipped kitchens, walk-in closets, and garden tubs. You'll have full access to the business center with internet access, two swimming pools, fitness center, covered car care centers, and much more. Come home to the apartments for rent in Lawrenceville, GA you deserve. Come home to Parc @ 980."""
hgr8lg1,The Parke At Oakley,5474 Oakley Industrial Blvd,Fairburn,GA,30213,844-395-7614,18,1,5,33.54206,-84.56476,"'The Parke at Oakley is a stunning apartment community located in the booming city of Fairburn, Georgia. Nestled just off of Oakley Industrial Boulevard, The Parke at Oakley features amazing recreational facilities to fit your lifestyle and easy access to Downtown Atlanta. These apartment homes in Fulton County offer flexible leases on spacious one, two and three bedroom floor plans that are perfect for roommates, families, or individual living. With all of the best that metro Atlanta has to offer, The Parke at Oakley will make the perfect home!'"
r2s7130,The Bentley at Marietta,880 S Cobb Dr,Marietta,GA,30060,770-250-4254,12,13,4.0,33.93237,-84.55065,"'Relax, unwind, and recharge at The Bentley at Marietta. Our newly renovated one and two bedroom apartments for rent in Marietta’s lovely Fair Oaks neighborhood offer plenty of Southern style and comfort, plus resort-worthy amenities you’ll look forward to coming home to.Our pet-friendly community is designed around a private lake in a gorgeous park-like setting. The resident clubhouse and crystal blue pool offer great options to gather for fun with friends and neighbors, while your remodeled apartment home pampers you with upscale finishes and spacious layouts that include a sunroom and private balcony or deck.Best of all, you’re living in the heart of one of Georgia’s most coveted suburban neighborhoods, around 20 minutes from downtown Atlanta.'"
yhthfxt,Cavalier @ 100,100 Cavalier Xing,Lithonia,GA,30038,470-273-3843,22,8,3.9,33.69674,-84.17414,"'Cultivate a life of style and sophistication at Cavalier @ 100. Located in Lithonia, near Atlanta, our recently upgraded one, two, and three-bedroom apartments for rent are crafted around your lifestyle. Featuring a modern kitchen with a sleek subway tile backsplash, convenient dishwasher, and spacious breakfast bar, these homes scream sophistication. Upgrade your leisure time with swims in the resort-inspired swimming pool and regular visits to the fully-equipped fitness center.Experience better living today at Cavalier @ 100.'"
40030hj,Veranda Knolls,100 Ivey Park Ln,Peachtree Corners,GA,30092,844-852-5384,7,2,4,33.95752,-84.24676,"""Situated on 11 gorgeous acres of rolling woodlands in Peachtree Corners, our apartment community is a world apart from the noise and bustle of the city. Yet, once you exit our tranquil community, you'll find yourself only minutes from the excellent dining and shopping at The Forum at Peachtree Corners, and a quick drive on I-285 with access to all that Atlanta offers. With a great school district, a neighborhood, and a quiet atmosphere, our pet and family-friendly apartment rentals offer the best of all worlds."""
q033q7w,Belle Vista,100 Camellia Ln,Lithonia,GA,30058,844-676-7347,14,8,4.0,33.70836,-84.14577,"'Welcome to Belle Vista, a premiere apartment community located near Atlanta, GA. Our newly renovated one, two and three bedroom apartment homes are designed to enhance any lifestyle. Enjoy elegance and comfort with features such as oversized closets, expansive living rooms, stylish window treatments, and your own washer and dryer connection. Select apartments offer upgrades such as faux-wood plank flooring, premium light and plumbing fixtures, and renovated kitchens with new countertops, designer cabinetry and appliances. Our gated/controlled-access community offers residents several outstanding amenities for recreation and convenience. A newly renovated clubhouse houses a business center, package service center, and updated 24-hour state-of-the-art fitness center. Please call our leasing office for more details.'"
pd9wm4r,Enclave At Roswell,11251 Alpharetta Hwy,Roswell,GA,30076,678-534-8885,30,nan,nan,34.05481,-84.32727,"""Welcome to Enclave at Roswell, a community of beautifully designed apartments in Roswell, Georgia where you can experience quality living. Located in the heart of the North Fulton area, Roswell is now Atlanta's most sought-after suburb. Combined with our prime location are top-tier amenities such as a resort-style swimming pool, a fitness center with cardio and free weights, a convenient coffee bar, and a professional business center. Since we are a pet-friendly community, we welcome roommates of all shapes and sizes. Discover the gold standard of apartment living right outside of Atlanta at The Enclave."""
shfchs5,1105 Town Brookhaven,1105 Town Blvd,Atlanta,GA,30319,833-683-2934,65,31,4.9,33.87143,-84.3385,"'Welcome to 1105 Brookhaven Apartments where your home fulfills every desire for ultimate comfort and polished luxury. With over 30 floor plans to choose from, each apartment home offers open-concept entertaining areas, lavish bathrooms, and chef-worthy kitchens in a range of different income ranges. In your individual apartment home, you will find granite or quartz countertops, stainless steel appliances, and pendant lighting. 1105 Brookhaven Apartments surpass all others in providing an endless array of community amenities: a central plaza with two sparkling pools, a multi-level clubroom with TV lounge, HD golf simulator, and 24-hour fitness center with separate yoga studio. We offer in-person tours, live video tours and self-guided tours of the property. Contact us to schedule yours today!'"
4qy3m0h,Arlo,245 E Trinity Pl,Decatur,GA,30030,844-652-4098,11,13,4.7,33.77147,-84.29343,"'Welcome to ARLO, your local Decatur apartment community which features spacious studio, one, and two bedroom apartment homes. At ARLO, you can view downtown Decatur from the 24/7 Sky Lounge or take a dip in our resort-style pool! Your furry friends are always welcome and can roam free in our pet park! ARLO is only 1 block from The Decatur Square where you can discover an array of cuisines! Enjoy tapas at The Iberian Pig or indulge in a scoop of ice cream from Jeni’s Ice Cream! You can always stay at ARLO and dine in at D92 Korean BBQ. The Decatur MARTA Station is a 5-minute walk which will bring you right into the city of Atlanta. However, we encourage you to stay and explore all downtown Decatur has to offer. We offer in-person tours, live video tours and self-guided tours of the property. Contact us to schedule yours today!'"
tml6w38,Flats At Perimeter Place,60 Perimeter Center Pl NE,Atlanta,GA,30346,844-448-2325,39,20,5.0,33.9288,-84.34218,"'Welcome to the Flats at Perimeter Place – an exceptional community of newly renovated apartment homes located in the heart of the Dunwoody neighborhood. Our beautiful one and two-bedroom apartments near Perimeter Mall offer superior living spaces with a variety of finishes, features, and amenities that will complement your lifestyle. Our pet-friendly Perimeter Center apartments offers completely reinvented amenity spaces. New amenities areas will include a rooftop lounge with outdoor entertainment including open air fitness areas, hot/cold dipping pools, life-size games as well as ample space for entertaining. Additionally, we have an updated fitness center, clubhouse, and swimming pool, and a coworking space with dedicated areas to focus on work or classes. In addition to the on-site dining and shopping options available to you at Perimeter Center, you’ll be walking distance or just minutes from retailers, restaurants, city parks, and major employers. Plus, easy access to GA-400 and the MARTA station makes it simple to get wherever you need to go. We offer in-person tours, live video tours and self-guided tours of the property. Contact us to schedule yours today!'"
btm2vh8,Eleven85,1185 Collier Rd NW,Atlanta,GA,30318,404-890-7110,32,nan,nan,33.81218,-84.42352,"""For a forward-thinking lifestyle that immerses you in urban opulence, look no further than Eleven85, a community of upscale apartments in Atlanta, Georgia amid the plush Upper Westside and West Midtown neighborhood. You will leave no stone unturned at Eleven85, which is filled to the brim with exciting, lifestyle-focused amenities and spacious floor plans ranging from studio, one, two, & three-bedrooms. Our community boasts a unique blend of high design and classic touches. Designer kitchens, expansive closets, smart-home features, and oversized soaking tubs are just a few of the sophisticated amenities our residents enjoy, in addition to a stunning saltwater swimming pool, high-tech fitness center, cabana kitchen, and much more. We even offer valet dry cleaning and trash removal for your convenience. With all of life's comforts and access to the city you love, we have considered every detail to tailor your everyday experience, which makes Eleven85 the ultimate destination for urban apartment living in the heart of Atlanta’s most sought-after location."""
337speg,Mosby Lakeside,100 Galloway Dr,Pooler,GA,31322,202-559-3033,36,nan,nan,32.08837,-81.27855,"'Mosby Lakeside features 1,2, and 3 bedroom luxury\xa0Pooler GA apartments that include stainless steel appliances, granite countertops, walk-in closets, Nest thermostats, keyless entry locks,\xa0and hard surface plank flooring in the living room, kitchen, and baths.\xa0 The community features a large clubhouse and covered outdoor area, beautiful lake views, open spaces, elevators, a fitness center with yoga studio, a large resort-style saltwater pool, a dog park and pet spa, and package lockers.'"
3w7rk8f,131 Ponce,131 Ponce de Leon Ave NE,Atlanta,GA,30308,855-429-2379,50,21,3.7,33.77185,-84.38263,"""Find bold Midtown style in every one of our thoughtfully designed floor plans. Our studio, one, two and four bedroom apartment homes offer modern luxury mixed with a classic charm. Here at 131 Ponce, we have something to suit everyone's needs."""
84sx5j2,The Heights At Towne Lake,1395 Buckhead Xing,Woodstock,GA,30189,844-219-3289,13,6,5,34.10913,-84.54149,"'Georgia residents looking for a high-end, modern apartment community in Woodstock, Georgia should look no further than The Heights at Towne Lake. These luxury Woodstock apartments are perfect for those that want to live surrounded by lush, green landscapes without sacrificing city amenities. The city of Woodstock is one of the largest suburbs in the Atlanta metropolitan area. The Heights at Towne Lake is close to fine dining, shopping, and the interstate. It is also local to major employers such as Northside Cherokee, Wellstar, and Cherokee County Schools. To learn more about our peaceful residential community, please visit our neighborhood page The Heights at Towne Lake residents can pick from 1, 2 and 3 bedroom floor plans that feature oversized windows with views of the park like apartment landscape.'"
mlvsbcj,OSPREY,980 Howell Mill Rd,Atlanta,GA,30318,240-241-0662,88,nan,nan,33.78124,-84.41137,"'Take a walk on the Westside, where art, entertainmentand commerce converge with an unmistakable energyand unpretentious attitude. In a neighborhood whereAtlanta’s past balances the present, factories, rail yardsand warehouses are reimagined as world-class restaurants,alluring night spots, and trend-setting boutiques. At Osprey,you’re just steps from all that West Midtown has to offer,from independent coffeeshops and eclectic galleries tomulti-use developments like The Interlock and Stockyards.Casual, sophisticated and cultured, Osprey is a welcomeaddition to the neighborhood.'"
gqjsdgy,Gentry,3172 Roswell Rd,Atlanta,GA,30305,470-264-6461,25,nan,nan,33.84166,-84.37951,"'Equal parts soft and strong, sophisticated and confident, Gentry brings a new level of prestige to the illustrious Buckhead neighborhood. A brand new apartment community with the feel of an established country estate modernized by charming surprises – a rooftop pool, catering kitchen, and fitness studio. The warm community is complete with all the comforts of home and just a dash more, making it a place of new timelessness with a reverence for Southern tradition.'"
1s3lyj6,Polo Club Apartments,100 Ashley Creek Cir,Stone Mountain,GA,30083,404-719-5716,11,8,3.8,33.79582,-84.20995,"""Polo Club Apartments is Stone Mountain's best kept secret that is conveniently located to great shopping, entertainment, minutes away from the Nation’s Largest Airport."""
ql1h5fx,Walden Brook,100 Walden Brook Dr,Lithonia,GA,30038,844-228-2140,12,13,4.0,33.70225,-84.1582,"'Walden Brook Apartments, where location and convenience are combined with luxuries to create a unique living experience in Lithonia. Professionally managed by Ventron Management, our gated 1 2 and 3 bedroom apartments offer exceptional features. Residents enjoy 9ft ceilings, computer stations, crown molding, full size washers and dryers, and spacious Floorplans. We also have unique carriage homes with attached garages. Please call for an appointment today.'"
p2t5fqs,The Park At East Ponce,1900 Tree Mountain Pky,Stone Mountain,GA,30083,844-845-1816,22,36,3.9,33.81891,-84.17936,"'The Park at East Ponce Apartments is located in Stone Mountain, GA, which puts you in walking distance of beautiful Stone Mountain Park and Stone Mountain Village. Residents enjoy quick and easy access to downtown Atlanta. Washer/dryer connections, ceiling fans, sun rooms, porches and fireplaces are offered in our one and two bedroom Northeastern Stone Mountain apartments. Come live and play in the apartment home community with the amenities of a mountain resort. The Park at East Ponce is conveniently located close to Hwy 78 and Memorial Drive and walking distance to Stone Mountain Village, Stone Mountain Park and Marta bus line.'"
y511xds,Reserve At Lenox Park,1200 Reserve Dr NE,Atlanta,GA,30319,678-973-4964,19,2,4.9,33.84779,-84.3416,"""An elegant lifestyle and a Buckhead address are exquisitely combined in your new home at The Reserve at Lenox Park. With luxurious features and amenities to make you feel pampered, you'll imagine you're living at a four star resort."""
ynqd6xr,East Perimeter Pointe Apartments,4946 Snapfinger Woods Dr,Decatur,GA,30035,844-447-7996,22,24,3.8,33.71176,-84.18672,"'Welcome to East Perimeter Pointe, a residential community featuring 1 and 2 bedroom apartments in Decatur, GA. Spacious layouts and amenities welcome you home, along with exceptional service and an ideal location within walking distance to shopping, dining and entertainment options. Are you looking for an apt for rent in Decatur, GA? Contact our friendly, professional office staff to schedule a tour today.'"
g1940mx,Las Palmas Apartments,1023 Seasons Pkwy NW,Norcross,GA,30093,844-225-4932,13,9,4.0,33.90113,-84.22993,"'This is where tranquility is combined with convenience to provide an exceptional living experience in Norcross, GA. Professionally managed by Ventron Management, Las Palmas Apartments offers unique apartment features compared to nothing else in the area. The spaciousness of our 1, 2 and 3 bedroom floorplans surpass all other apartment homes, and include features such as full size washer and dryer connections, fireplaces*, screened in patios, eat-in kitchens and hardwood flooring*. Las Palmas also has upgraded options to accommodate almost any lifestyle. Please call for an appointment today.'"
czmjyee,Panther Riverside Parc,1925 Waycrest Dr,Atlanta,GA,30331,888-459-8750,17,5,4.8,33.70775,-84.59108,"'Unique, unparalleled metropolitan living. One, two and three bedroom apartment homes designed with an expression of true contemporary flair. The resort-like lifestyle and the striking interior appointment set an unprecedented sense of style. Panther Riverside Parc extraordinary amenities are sure to entertain you. Live knowing you never need to leave home - you have it all!!'"
