apt_id,place_type,place_name,place_distance
xqpcymm,Parks and Recreation,Georgia Aquarium,1.4
xqpcymm,Parks and Recreation,Atlanta BeltLine Eastside Trail,1.5
xqpcymm,Military Bases,Georgia National Guard,4.6
xqpcymm,Military Bases,Fort McPherson,6.2
xqpcymm,Military Bases,Fort Gillem,13.4
xqpcymm,Airports,Hartsfield-Jackson Atlanta International,12.4
wrvpe3j,Colleges,Brenau University,3.7
wrvpe3j,Colleges,University of North Georgia,24.2
wrvpe3j,Colleges,Piedmont College,28.2
wrvpe3j,Shopping Centers,Strip Center at 2025 Athens Hwy,0.7
wrvpe3j,Shopping Centers,Strip Center at 2121 Athens Hwy,1.1
wrvpe3j,Shopping Centers,Strip Center at 996 Athens St,2.4
wrvpe3j,Parks and Recreation,Interactive Neighborhood for Kids,2.3
wrvpe3j,Parks and Recreation,Chattahoochee-Oconee National Forest,5.8
wrvpe3j,Parks and Recreation,Elachee Nature Science Center,7.6
wrvpe3j,Military Bases,Navy Supply Corps School,35.9
wrvpe3j,Military Bases,Georgia National Guard,57.4
wrvpe3j,Military Bases,Dobbins Air Force Base,59.6
fqlw5qs,Colleges,Georgia Perimeter College,2.4
fqlw5qs,Colleges,"Argosy University, Atlanta",4.2
fqlw5qs,Colleges,The Art Institute of Atlanta,4.7
fqlw5qs,Transit / Subway,Doraville,2.8
fqlw5qs,Shopping Centers,Brookhaven Plaza,0.8
fqlw5qs,Shopping Centers,Peachtree Pavillion,1.5
fqlw5qs,Shopping Centers,Tilly Mill Centre,2.3
fqlw5qs,Parks and Recreation,Dunwoody Nature Center,4.2
fqlw5qs,Parks and Recreation,Sandy Springs Historic Site,6.1
fqlw5qs,Parks and Recreation,Best Friend Park,6.1
fqlw5qs,Parks and Recreation,Graves Park,6.3
fqlw5qs,Parks and Recreation,Holcomb Bridge Park,7.4
fqlw5qs,Military Bases,Dobbins Air Force Base,16.5
fqlw5qs,Military Bases,Georgia National Guard,19.7
fqlw5qs,Military Bases,Fort McPherson,21.2
fqlw5qs,Airports,Hartsfield-Jackson Atlanta International,27.5
fp17bpt,Colleges,Georgia Perimeter College,2.9
fp17bpt,Colleges,The Art Institute of Atlanta,11.3
fp17bpt,Shopping Centers,The Atwater,0.9
fp17bpt,Shopping Centers,Avalon,1.1
fp17bpt,Shopping Centers,Strip Center at 185 Haynes Bridge Rd,1.2
fp17bpt,Parks and Recreation,Wills Park,2.0
fp17bpt,Parks and Recreation,Big Creek Greenway,2.1
fp17bpt,Parks and Recreation,Webb Bridge Park,5.1
fp17bpt,Parks and Recreation,Autrey Mill Nature Preserve,6.4
fp17bpt,Parks and Recreation,Jones Bridge Park,12.4
fp17bpt,Military Bases,Dobbins Air Force Base,24.7
fp17bpt,Military Bases,Georgia National Guard,27.6
fp17bpt,Military Bases,Fort McPherson,29.1
713ppqw,Colleges,Georgia Perimeter College,3.8
713ppqw,Colleges,Emory University,3.9
713ppqw,Colleges,Agnes Scott College,4.3
713ppqw,Shopping Centers,Shamrock Plaza,0.8
713ppqw,Shopping Centers,North Dekalb Square,0.9
713ppqw,Shopping Centers,North DeKalb Mall,0.9
713ppqw,Parks and Recreation,Clyde Shepherd Nature Preserve,2.0
713ppqw,Parks and Recreation,Glenn Creek Nature Preserve,3.0
713ppqw,Parks and Recreation,Forty Oaks Nature Preserve,3.2
713ppqw,Parks and Recreation,South River Watershed Alliance,4.0
713ppqw,Parks and Recreation,Bradley Observatory,4.0
713ppqw,Military Bases,Georgia National Guard,10.6
713ppqw,Military Bases,Fort McPherson,15.4
713ppqw,Military Bases,Fort Gillem,19.8
713ppqw,Airports,Hartsfield-Jackson Atlanta International,23.2
ml8rzjj,Colleges,Emory University,3.7
ml8rzjj,Transit / Subway,Lindbergh Center,0.4
ml8rzjj,Transit / Subway,Buckhead,2.3
ml8rzjj,Transit / Subway,Lenox,2.9
ml8rzjj,Shopping Centers,Lindbergh Plaza,0.1
ml8rzjj,Shopping Centers,Strip Center at 2455 Piedmont Rd NE,0.3
ml8rzjj,Shopping Centers,Piedmont Plaza,0.4
ml8rzjj,Parks and Recreation,Atlanta History Center,2.3
ml8rzjj,Parks and Recreation,Atlanta Botanical Garden,2.5
ml8rzjj,Parks and Recreation,Atlanta BeltLine Eastside Trail,3.2
ml8rzjj,Parks and Recreation,Atlanta Audubon Society,3.4
ml8rzjj,Parks and Recreation,Piedmont Park,4.3
ml8rzjj,Military Bases,Georgia National Guard,9.1
ml8rzjj,Military Bases,Fort McPherson,10.5
ml8rzjj,Military Bases,Dobbins Air Force Base,16.9
ml8rzjj,Airports,Hartsfield-Jackson Atlanta International,16.9
yb62jqr,Colleges,Georgia Institute of Technology,1.0
yb62jqr,Colleges,Georgia State University,3.0
yb62jqr,Colleges,Clark Atlanta University,3.6
yb62jqr,Transit / Subway,Arts Center,1.1
yb62jqr,Transit / Subway,Midtown,1.3
yb62jqr,Transit / Subway,North Avenue,2.0
yb62jqr,Transit / Subway,Civic Center,2.1
yb62jqr,Transit / Subway,Bankhead,2.5
yb62jqr,Shopping Centers,State Street Shops,0.2
yb62jqr,Shopping Centers,Chattahoochee Industrial,0.4
yb62jqr,Shopping Centers,West Midtown Center,0.7
yb62jqr,Parks and Recreation,Piedmont Park,1.5
yb62jqr,Parks and Recreation,Georgia Conservancy,1.7
yb62jqr,Parks and Recreation,Atlanta Botanical Garden,1.9
yb62jqr,Parks and Recreation,Imagine It! The Children's Museum of Atlanta,2.4
yb62jqr,Parks and Recreation,Georgia Aquarium,2.5
yb62jqr,Military Bases,Georgia National Guard,6.1
yb62jqr,Military Bases,Fort McPherson,6.8
yb62jqr,Military Bases,Dobbins Air Force Base,14.8
yb62jqr,Airports,Hartsfield-Jackson Atlanta International,13.9
2ly6lb8,Colleges,Savannah College of Art and Design,5.2
2ly6lb8,Colleges,"South University, Savannah Georgia",7.6
2ly6lb8,Colleges,Armstrong Atlantic State University,8.5
2ly6lb8,Shopping Centers,Chatham Crossing Shopping Center,0.5
2ly6lb8,Shopping Centers,Savannah West Center,0.8
2ly6lb8,Shopping Centers,Strip Center at 2 Park of Commerce Blvd,1.4
2ly6lb8,Parks and Recreation,Ships of the Sea Maritime Museum,5.5
2ly6lb8,Parks and Recreation,Coastal Georgia Botanical Gardens at the Historic Bamboo Farm,7.9
2ly6lb8,Parks and Recreation,Wormsloe Historic Site,9.7
2ly6lb8,Parks and Recreation,Savannah-Ogeechee Canal Museum & Nature Center,10.9
2ly6lb8,Military Bases,Hunter Army Airfield,8.8
2ly6lb8,Military Bases,Fort Stewart Military Reservation,27.7
2ly6lb8,Military Bases,Fort Stewart Military Reservation Hinesville,39.8
2ly6lb8,Airports,Savannah/Hilton Head International,8.0
7yjp9bw,Colleges,Emory University,15.2
7yjp9bw,Colleges,Georgia Perimeter College,15.7
7yjp9bw,Shopping Centers,Strip Center at 2300 Sigman Rd SW,1.0
7yjp9bw,Shopping Centers,Abbott Ridge Crossing,1.9
7yjp9bw,Shopping Centers,Shops at Turner Hill,2.0
7yjp9bw,Parks and Recreation,Arabia Mountain Heritage Area and Nature Center,3.8
7yjp9bw,Parks and Recreation,Yellow River Park,10.2
7yjp9bw,Parks and Recreation,DeShong Park,11.4
7yjp9bw,Parks and Recreation,Lenora Park,11.5
7yjp9bw,Parks and Recreation,Panola Mountain State Park,12.9
7yjp9bw,Military Bases,Georgia National Guard,21.0
7yjp9bw,Military Bases,Fort Gillem,23.3
7yjp9bw,Military Bases,Fort McPherson,26.3
7yjp9bw,Airports,Hartsfield-Jackson Atlanta International,26.8
s93s597,Colleges,"Argosy University, Atlanta",1.7
s93s597,Colleges,The Art Institute of Atlanta,2.4
s93s597,Colleges,Oglethorpe University,3.7
s93s597,Transit / Subway,Dunwoody,1.1
s93s597,Transit / Subway,Medical Center,1.2
s93s597,Transit / Subway,Sandy Springs Station,2.0
s93s597,Shopping Centers,Perimeter Mall,1.0
s93s597,Shopping Centers,Perimeter Expo,1.0
s93s597,Shopping Centers,Park Place,1.0
s93s597,Parks and Recreation,Dunwoody Nature Center,3.4
s93s597,Parks and Recreation,Sandy Springs Historic Site,3.8
s93s597,Parks and Recreation,Blue Heron Nature Preserve,6.2
s93s597,Parks and Recreation,Atlanta Audubon Society,6.2
s93s597,Parks and Recreation,Big Trees Forest Preserve,6.9
s93s597,Military Bases,Dobbins Air Force Base,14.2
s93s597,Military Bases,Georgia National Guard,17.1
s93s597,Military Bases,Fort McPherson,18.5
s93s597,Airports,Hartsfield-Jackson Atlanta International,24.9
x4w6zpm,Colleges,Georgia State University,2.1
x4w6zpm,Colleges,Emory University,3.7
x4w6zpm,Colleges,Spelman College,4.0
x4w6zpm,Transit / Subway,King Memorial,1.5
x4w6zpm,Transit / Subway,Inman Park/Reynoldstown,2.0
x4w6zpm,Transit / Subway,Georgia State,2.0
x4w6zpm,Transit / Subway,Edgewood/Candler Park,2.2
x4w6zpm,Shopping Centers,Madison Yards,0.2
x4w6zpm,Shopping Centers,Glenwood Park,0.4
x4w6zpm,Shopping Centers,Glenwood Place,0.5
x4w6zpm,Parks and Recreation,Trees Atlanta,0.4
x4w6zpm,Parks and Recreation,Trees Atlanta TreeHouse,1.2
x4w6zpm,Parks and Recreation,Zoo Atlanta,2.0
x4w6zpm,Parks and Recreation,The Georgia Capitol Museum,2.0
x4w6zpm,Parks and Recreation,Freedom Park Bird and Butterfly Garden,2.7
x4w6zpm,Military Bases,Georgia National Guard,2.9
x4w6zpm,Military Bases,Fort McPherson,6.5
x4w6zpm,Military Bases,Fort Gillem,10.7
x4w6zpm,Airports,Hartsfield-Jackson Atlanta International,11.9
cmx3tge,Colleges,"Argosy University, Atlanta",2.0
cmx3tge,Colleges,The Art Institute of Atlanta,2.3
cmx3tge,Colleges,Oglethorpe University,6.7
cmx3tge,Transit / Subway,Sandy Springs Station,2.0
cmx3tge,Transit / Subway,Medical Center,2.6
cmx3tge,Transit / Subway,North Springs,3.1
cmx3tge,Shopping Centers,City Walk At Sandy Springs,0.1
cmx3tge,Shopping Centers,Springs Landing,0.1
cmx3tge,Shopping Centers,Strip Center at 175 Mount Vernon Hwy NW,0.2
cmx3tge,Parks and Recreation,Sandy Springs Historic Site,0.2
cmx3tge,Parks and Recreation,Big Trees Forest Preserve,3.6
cmx3tge,Parks and Recreation,Dunwoody Nature Center,4.3
cmx3tge,Parks and Recreation,Chastain Park,4.5
cmx3tge,Parks and Recreation,Chattahoochee River NRA - Cochran Shoals / Sope Creek,4.8
cmx3tge,Military Bases,Dobbins Air Force Base,11.6
cmx3tge,Military Bases,Georgia National Guard,17.4
cmx3tge,Military Bases,Fort McPherson,18.8
cmx3tge,Airports,Hartsfield-Jackson Atlanta International,28.1
z1nyt8z,Colleges,Georgia Perimeter College,6.4
z1nyt8z,Colleges,The Art Institute of Atlanta,11.4
z1nyt8z,Shopping Centers,Holcomb Bridge At Nesbitt Ferry,0.3
z1nyt8z,Shopping Centers,Rivermont Square Shopping Center,0.4
z1nyt8z,Shopping Centers,Rivermont Station,0.7
z1nyt8z,Parks and Recreation,Chattahoochee River Environmental Education Center,1.3
z1nyt8z,Parks and Recreation,Holcomb Bridge Park,1.7
z1nyt8z,Parks and Recreation,Autrey Mill Nature Preserve,5.8
z1nyt8z,Parks and Recreation,Jones Bridge Park,6.4
z1nyt8z,Parks and Recreation,Chattahoochee River National Recreation Area - Island Ford,8.7
z1nyt8z,Military Bases,Dobbins Air Force Base,24.8
z1nyt8z,Military Bases,Georgia National Guard,26.4
z1nyt8z,Military Bases,Fort McPherson,27.9
z1nyt8z,Airports,Hartsfield-Jackson Atlanta International,34.2
tzqfblc,Colleges,Oglethorpe University,4.5
tzqfblc,Colleges,Emory University,5.6
tzqfblc,Transit / Subway,Lindbergh Center,1.9
tzqfblc,Transit / Subway,Lenox,2.1
tzqfblc,Transit / Subway,Buckhead,3.8
tzqfblc,Shopping Centers,Strip Center at 2979 Peachtree Rd NE,0.1
tzqfblc,Shopping Centers,Strip Center at 250 Pharr Rd NE,0.1
tzqfblc,Shopping Centers,Strip Center at 2953-2955 Peachtree Rd NE,0.2
tzqfblc,Parks and Recreation,Atlanta History Center,0.7
tzqfblc,Parks and Recreation,Atlanta Audubon Society,2.1
tzqfblc,Parks and Recreation,Blue Heron Nature Preserve,2.1
tzqfblc,Parks and Recreation,Chastain Park,3.8
tzqfblc,Parks and Recreation,Atlanta Botanical Garden,4.7
tzqfblc,Military Bases,Georgia National Guard,9.4
tzqfblc,Military Bases,Fort McPherson,10.5
tzqfblc,Military Bases,Dobbins Air Force Base,12.9
tzqfblc,Airports,Hartsfield-Jackson Atlanta International,17.2
ctrpdyf,Colleges,Gwinnett Technical College,6.3
ctrpdyf,Colleges,Georgia Gwinnett College,10.7
ctrpdyf,Colleges,Georgia Perimeter College,13.7
ctrpdyf,Shopping Centers,Satellite Point,0.4
ctrpdyf,Shopping Centers,Strip Center at 3345 Steve Reynolds Blvd,0.4
ctrpdyf,Shopping Centers,Satellite Square,0.5
ctrpdyf,Parks and Recreation,Shorty Howell Park,2.0
ctrpdyf,Parks and Recreation,Club Drive Park,3.0
ctrpdyf,Parks and Recreation,McDaniel Farm Park,4.5
ctrpdyf,Parks and Recreation,Pinckneyville Park,4.5
ctrpdyf,Parks and Recreation,West Gwinnett Park & Aquatic Center,4.5
ctrpdyf,Military Bases,Georgia National Guard,25.6
ctrpdyf,Military Bases,Fort McPherson,27.0
ctrpdyf,Military Bases,Dobbins Air Force Base,27.8
ctrpdyf,Airports,Hartsfield-Jackson Atlanta International,33.3
648lqnr,Colleges,The Art Institute of Atlanta,1.9
648lqnr,Colleges,"Argosy University, Atlanta",2.1
648lqnr,Colleges,Georgia Perimeter College,3.5
648lqnr,Transit / Subway,Dunwoody,1.5
648lqnr,Transit / Subway,Sandy Springs Station,1.6
648lqnr,Transit / Subway,Medical Center,2.3
648lqnr,Transit / Subway,North Springs,2.7
648lqnr,Shopping Centers,Spruill Center,0.5
648lqnr,Shopping Centers,Perimeter Village,0.6
648lqnr,Shopping Centers,Park Place,0.6
648lqnr,Parks and Recreation,Dunwoody Nature Center,2.6
648lqnr,Parks and Recreation,Sandy Springs Historic Site,3.5
648lqnr,Parks and Recreation,Big Trees Forest Preserve,5.6
648lqnr,Parks and Recreation,Chattahoochee River National Recreation Area - Island Ford,6.9
648lqnr,Parks and Recreation,Holcomb Bridge Park,7.1
648lqnr,Military Bases,Dobbins Air Force Base,14.9
648lqnr,Military Bases,Georgia National Guard,17.8
648lqnr,Military Bases,Fort McPherson,19.3
648lqnr,Airports,Hartsfield-Jackson Atlanta International,25.6
yervp1v,Colleges,The Art Institute of Atlanta,5.8
yervp1v,Colleges,Georgia Perimeter College,6.5
yervp1v,Colleges,"Argosy University, Atlanta",6.5
yervp1v,Shopping Centers,North River Shopping Center,0.6
yervp1v,Shopping Centers,Dunwoody Place Shoppes,0.7
yervp1v,Shopping Centers,Dunwoody Place,0.9
yervp1v,Parks and Recreation,Chattahoochee River National Recreation Area - Island Ford,1.5
yervp1v,Parks and Recreation,Chattahoochee Nature Center,3.3
yervp1v,Parks and Recreation,Big Trees Forest Preserve,3.6
yervp1v,Parks and Recreation,Dunwoody Nature Center,3.7
yervp1v,Parks and Recreation,Chattahoochee River Environmental Education Center,7.9
yervp1v,Military Bases,Dobbins Air Force Base,19.2
yervp1v,Military Bases,Georgia National Guard,22.1
yervp1v,Military Bases,Fort McPherson,23.5
yervp1v,Airports,Hartsfield-Jackson Atlanta International,29.9
et2wkbq,Colleges,Emory University,3.9
et2wkbq,Transit / Subway,Lindbergh Center,0.3
et2wkbq,Transit / Subway,Buckhead,2.6
et2wkbq,Transit / Subway,Lenox,2.9
et2wkbq,Shopping Centers,Piedmont Plaza,0.0
et2wkbq,Shopping Centers,Strip Center at 2455 Piedmont Rd NE,0.1
et2wkbq,Shopping Centers,Lindbergh Plaza,0.4
et2wkbq,Parks and Recreation,Atlanta Botanical Garden,2.2
et2wkbq,Parks and Recreation,Atlanta History Center,2.4
et2wkbq,Parks and Recreation,Atlanta BeltLine Eastside Trail,2.9
et2wkbq,Parks and Recreation,Atlanta Audubon Society,3.5
et2wkbq,Parks and Recreation,Piedmont Park,4.0
et2wkbq,Military Bases,Georgia National Guard,8.8
et2wkbq,Military Bases,Fort McPherson,10.3
et2wkbq,Military Bases,Dobbins Air Force Base,16.6
et2wkbq,Airports,Hartsfield-Jackson Atlanta International,16.6
bgfd7gc,Colleges,Georgia Perimeter College,5.0
bgfd7gc,Colleges,The Art Institute of Atlanta,9.2
bgfd7gc,Shopping Centers,Mansell Crossing I & II,0.6
bgfd7gc,Shopping Centers,North Point Village,0.6
bgfd7gc,Shopping Centers,Strip Center at 3050 Mansell Rd,0.8
bgfd7gc,Parks and Recreation,Big Creek Greenway,3.3
bgfd7gc,Parks and Recreation,Wills Park,4.2
bgfd7gc,Parks and Recreation,Autrey Mill Nature Preserve,6.0
bgfd7gc,Parks and Recreation,Chattahoochee River National Recreation Area - Island Ford,6.5
bgfd7gc,Parks and Recreation,Chattahoochee River Environmental Education Center,7.0
bgfd7gc,Military Bases,Dobbins Air Force Base,22.6
bgfd7gc,Military Bases,Georgia National Guard,25.5
bgfd7gc,Military Bases,Fort McPherson,26.9
bgfd7gc,Airports,Hartsfield-Jackson Atlanta International,33.3
346ytbe,Colleges,Georgia State University,1.8
346ytbe,Colleges,Emory University,2.8
346ytbe,Colleges,Georgia Institute of Technology,3.1
346ytbe,Transit / Subway,Civic Center,1.4
346ytbe,Transit / Subway,King Memorial,1.5
346ytbe,Transit / Subway,Peachtree Center,1.6
346ytbe,Transit / Subway,North Avenue,1.7
346ytbe,Transit / Subway,Inman Park/Reynoldstown,1.8
346ytbe,Shopping Centers,Inman Park,0.8
346ytbe,Shopping Centers,The Stratford,0.9
346ytbe,Shopping Centers,Midtown Place,0.9
346ytbe,Parks and Recreation,Trees Atlanta TreeHouse,0.9
346ytbe,Parks and Recreation,Imagine It! The Children's Museum of Atlanta,1.6
346ytbe,Parks and Recreation,Atlanta BeltLine Eastside Trail,1.6
346ytbe,Parks and Recreation,Georgia Conservancy,2.1
346ytbe,Parks and Recreation,Trees Atlanta,2.3
346ytbe,Military Bases,Georgia National Guard,3.5
346ytbe,Military Bases,Fort McPherson,6.6
346ytbe,Military Bases,Fort Gillem,12.3
346ytbe,Airports,Hartsfield-Jackson Atlanta International,12.2
1qxj8t5,Colleges,Georgia Perimeter College,4.4
1qxj8t5,Colleges,The Art Institute of Atlanta,6.6
1qxj8t5,Colleges,"Argosy University, Atlanta",10.7
1qxj8t5,Shopping Centers,Spalding Plaza,0.5
1qxj8t5,Shopping Centers,Spalding Corners,0.5
1qxj8t5,Shopping Centers,Spalding Woods Village,0.8
1qxj8t5,Parks and Recreation,Holcomb Bridge Park,0.6
1qxj8t5,Parks and Recreation,Chattahoochee River Environmental Education Center,2.2
1qxj8t5,Parks and Recreation,Best Friend Park,4.9
1qxj8t5,Parks and Recreation,Jones Bridge Park,5.0
1qxj8t5,Parks and Recreation,Autrey Mill Nature Preserve,7.4
1qxj8t5,Military Bases,Dobbins Air Force Base,23.0
1qxj8t5,Military Bases,Georgia National Guard,25.0
1qxj8t5,Military Bases,Fort McPherson,26.4
1qxj8t5,Airports,Hartsfield-Jackson Atlanta International,32.8
2yvwn29,Colleges,Agnes Scott College,0.9
2yvwn29,Colleges,Emory University,2.4
2yvwn29,Transit / Subway,Decatur,0.4
2yvwn29,Transit / Subway,East Lake,1.2
2yvwn29,Transit / Subway,Avondale,1.3
2yvwn29,Shopping Centers,One West Court Square Two,0.2
2yvwn29,Shopping Centers,Strip Center at 308 W Ponce De Leon Ave,0.2
2yvwn29,Shopping Centers,Commerce Square,0.3
2yvwn29,Parks and Recreation,Bradley Observatory,0.4
2yvwn29,Parks and Recreation,South River Watershed Alliance,0.5
2yvwn29,Parks and Recreation,Wylde Center and Oakhurst Community Garden,0.9
2yvwn29,Parks and Recreation,Fernbank Forest & Science Center,1.5
2yvwn29,Parks and Recreation,Glenn Creek Nature Preserve,1.6
2yvwn29,Military Bases,Georgia National Guard,6.8
2yvwn29,Military Bases,Fort McPherson,10.5
2yvwn29,Military Bases,Fort Gillem,14.9
2yvwn29,Airports,Hartsfield-Jackson Atlanta International,16.0
94xq484,Colleges,Oglethorpe University,3.2
94xq484,Colleges,Emory University,5.1
94xq484,Transit / Subway,Lenox,0.3
94xq484,Transit / Subway,Brookhaven - Oglethorpe,1.8
94xq484,Transit / Subway,Lindbergh Center,2.9
94xq484,Transit / Subway,Buckhead,3.9
94xq484,Shopping Centers,Across Lenox,0.3
94xq484,Shopping Centers,Lenox Square,0.4
94xq484,Shopping Centers,Buckhead Triangle,0.6
94xq484,Parks and Recreation,Atlanta History Center,2.3
94xq484,Parks and Recreation,Atlanta Audubon Society,2.4
94xq484,Parks and Recreation,Blue Heron Nature Preserve,2.4
94xq484,Parks and Recreation,Chastain Park,3.7
94xq484,Parks and Recreation,Atlanta Botanical Garden,4.9
94xq484,Military Bases,Georgia National Guard,10.6
94xq484,Military Bases,Fort McPherson,12.5
94xq484,Military Bases,Dobbins Air Force Base,14.5
94xq484,Airports,Hartsfield-Jackson Atlanta International,18.9
84dpxn1,Colleges,Emory University,3.5
84dpxn1,Transit / Subway,Lindbergh Center,0.5
84dpxn1,Transit / Subway,Lenox,3.2
84dpxn1,Shopping Centers,Piedmont Plaza,0.3
84dpxn1,Shopping Centers,Strip Center at 2455 Piedmont Rd NE,0.4
84dpxn1,Shopping Centers,Strip Center at 1893 Piedmont Ave NE,0.7
84dpxn1,Parks and Recreation,Atlanta Botanical Garden,1.9
84dpxn1,Parks and Recreation,Atlanta History Center,2.6
84dpxn1,Parks and Recreation,Atlanta BeltLine Eastside Trail,2.6
84dpxn1,Parks and Recreation,Piedmont Park,3.7
84dpxn1,Parks and Recreation,Georgia Conservancy,4.1
84dpxn1,Military Bases,Georgia National Guard,8.5
84dpxn1,Military Bases,Fort McPherson,10.0
84dpxn1,Military Bases,Dobbins Air Force Base,16.3
84dpxn1,Airports,Hartsfield-Jackson Atlanta International,16.3
04q27w0,Colleges,Georgia Perimeter College,3.1
04q27w0,Colleges,Agnes Scott College,4.5
04q27w0,Colleges,Emory University,4.5
04q27w0,Shopping Centers,Strip Center at 2611 Lawrenceville Hwy,0.9
04q27w0,Shopping Centers,Strip Center at 2593 Lawrenceville Hwy,0.9
04q27w0,Shopping Centers,North Dekalb Square,1.2
04q27w0,Parks and Recreation,Forty Oaks Nature Preserve,2.4
04q27w0,Parks and Recreation,Clyde Shepherd Nature Preserve,2.6
04q27w0,Parks and Recreation,Glenn Creek Nature Preserve,3.5
04q27w0,Parks and Recreation,Bradley Observatory,4.2
04q27w0,Parks and Recreation,South River Watershed Alliance,4.5
04q27w0,Military Bases,Georgia National Guard,11.2
04q27w0,Military Bases,Fort McPherson,15.9
04q27w0,Military Bases,Fort Gillem,19.1
04q27w0,Airports,Hartsfield-Jackson Atlanta International,22.5
rx6wry1,Colleges,"Argosy University, Atlanta",1.6
rx6wry1,Colleges,The Art Institute of Atlanta,2.3
rx6wry1,Colleges,Oglethorpe University,6.2
rx6wry1,Transit / Subway,Sandy Springs Station,2.1
rx6wry1,Transit / Subway,Medical Center,2.3
rx6wry1,Shopping Centers,Hammond Drive Shopping Center,0.2
rx6wry1,Shopping Centers,Hammond Springs,0.2
rx6wry1,Shopping Centers,Strip Center at 203-225 Hilderbrand Dr NE,0.3
rx6wry1,Parks and Recreation,Sandy Springs Historic Site,0.4
rx6wry1,Parks and Recreation,Big Trees Forest Preserve,3.7
rx6wry1,Parks and Recreation,Blue Heron Nature Preserve,3.9
rx6wry1,Parks and Recreation,Chastain Park,4.0
rx6wry1,Parks and Recreation,Dunwoody Nature Center,4.4
rx6wry1,Military Bases,Dobbins Air Force Base,11.8
rx6wry1,Military Bases,Georgia National Guard,16.9
rx6wry1,Military Bases,Fort McPherson,18.3
rx6wry1,Airports,Hartsfield-Jackson Atlanta International,28.3
hd7w3h2,Colleges,The Art Institute of Atlanta,1.8
hd7w3h2,Colleges,"Argosy University, Atlanta",1.9
hd7w3h2,Colleges,Georgia Perimeter College,3.6
hd7w3h2,Transit / Subway,Dunwoody,1.2
hd7w3h2,Transit / Subway,Sandy Springs Station,1.4
hd7w3h2,Transit / Subway,Medical Center,2.1
hd7w3h2,Transit / Subway,North Springs,2.6
hd7w3h2,Shopping Centers,Park Place,0.3
hd7w3h2,Shopping Centers,Spruill Center,0.6
hd7w3h2,Shopping Centers,Perimeter Village,0.7
hd7w3h2,Parks and Recreation,Dunwoody Nature Center,2.8
hd7w3h2,Parks and Recreation,Sandy Springs Historic Site,3.4
hd7w3h2,Parks and Recreation,Big Trees Forest Preserve,5.5
hd7w3h2,Parks and Recreation,Chattahoochee River National Recreation Area - Island Ford,6.7
hd7w3h2,Parks and Recreation,Blue Heron Nature Preserve,6.7
hd7w3h2,Military Bases,Dobbins Air Force Base,14.6
hd7w3h2,Military Bases,Georgia National Guard,17.6
hd7w3h2,Military Bases,Fort McPherson,19.0
hd7w3h2,Airports,Hartsfield-Jackson Atlanta International,25.4
qxxg5ky,Colleges,Emory University,2.3
qxxg5ky,Colleges,Georgia State University,2.4
qxxg5ky,Colleges,Georgia Institute of Technology,2.8
qxxg5ky,Transit / Subway,North Avenue,1.4
qxxg5ky,Transit / Subway,Midtown,2.0
qxxg5ky,Transit / Subway,Civic Center,2.0
qxxg5ky,Transit / Subway,Inman Park/Reynoldstown,2.1
qxxg5ky,Transit / Subway,Peachtree Center,2.2
qxxg5ky,Shopping Centers,Ford Factory Lofts,0.1
qxxg5ky,Shopping Centers,Common Market,0.6
qxxg5ky,Shopping Centers,Midtown Place,0.7
qxxg5ky,Parks and Recreation,Atlanta BeltLine Eastside Trail,0.9
qxxg5ky,Parks and Recreation,Georgia Conservancy,1.6
qxxg5ky,Parks and Recreation,Trees Atlanta TreeHouse,1.6
qxxg5ky,Parks and Recreation,Piedmont Park,1.8
qxxg5ky,Parks and Recreation,Atlanta Botanical Garden,2.5
qxxg5ky,Military Bases,Georgia National Guard,4.2
qxxg5ky,Military Bases,Fort McPherson,7.2
qxxg5ky,Military Bases,Fort Gillem,12.8
qxxg5ky,Airports,Hartsfield-Jackson Atlanta International,12.8
rv0ktq3,Colleges,Oglethorpe University,3.3
rv0ktq3,Colleges,Emory University,5.0
rv0ktq3,Transit / Subway,Lenox,0.2
rv0ktq3,Transit / Subway,Brookhaven - Oglethorpe,2.0
rv0ktq3,Transit / Subway,Lindbergh Center,3.0
rv0ktq3,Transit / Subway,Buckhead,3.8
rv0ktq3,Shopping Centers,Across Lenox,0.4
rv0ktq3,Shopping Centers,Lenox Square,0.4
rv0ktq3,Shopping Centers,Buckhead Triangle,0.7
rv0ktq3,Parks and Recreation,Atlanta History Center,2.3
rv0ktq3,Parks and Recreation,Atlanta Audubon Society,2.5
rv0ktq3,Parks and Recreation,Blue Heron Nature Preserve,2.5
rv0ktq3,Parks and Recreation,Chastain Park,3.9
rv0ktq3,Parks and Recreation,Atlanta Botanical Garden,4.7
rv0ktq3,Military Bases,Georgia National Guard,10.6
rv0ktq3,Military Bases,Fort McPherson,12.4
rv0ktq3,Military Bases,Dobbins Air Force Base,14.6
rv0ktq3,Airports,Hartsfield-Jackson Atlanta International,18.8
zhzq5pz,Colleges,Georgia State University,1.3
zhzq5pz,Colleges,Georgia Institute of Technology,1.8
zhzq5pz,Colleges,Clark Atlanta University,3.1
zhzq5pz,Transit / Subway,North Avenue,0.4
zhzq5pz,Transit / Subway,Civic Center,0.9
zhzq5pz,Transit / Subway,Peachtree Center,1.0
zhzq5pz,Transit / Subway,Midtown,1.2
zhzq5pz,Transit / Subway,Five Points,1.5
