apt_id,amenity_name,amenity_description
h2xet33,Kitchen,"['Dishwasher', 'Kitchen', 'Refrigerator']"
h2xet33,Living Space,"['Carpet', 'Tile Floors', 'Walk-In Closets']"
h2xet33,Security,['Property Manager on Site']
b47p9p8,Unique Features,"['2 Tone Paint', '24/7/365 Onsite Courtesy Officer', '24-7-365 Onsite Courtesy officer', '6 Panel Doors', 'Amenities available 24 Hours', 'Bocce Ball Court', 'Convenient to Atlantic Station', 'Convenient to Downtown Atlanta', 'Convenient to I75', 'Convenient to Lenox Square Mall', 'Convenient to Midtown', 'Convenient to Publix', 'Convenient to Starbucks', 'Convenient to The Shops Buckhead Atlanta', 'Courtyard', 'Energy Efficient Gas Heat', 'Garbage Disposal', 'Garden Tubs', 'Gas Ranges', 'Google Fiber Coming soon!', 'Hotel-style Upgrades', 'Interactive Cycling', 'Lighted Multi-Sport Court', 'Marble Mosaic Backsplash', 'Nest Learning Thermostats', 'Off Street Parking', 'Outdoor Theatre', 'Package Notification Technology', 'Peloton Interactive Cycling', 'Rainfall Showerheads', 'Recycling', 'Scenic Views', 'Secured/Private Package Receiving', 'Shaker-style Cabinetry', 'Simulated Wood Plank Flooring', 'Stand Up Showers', 'Tile Backsplashes', 'Under Mount Sinks W-Sprayer', 'Undermount Sinks w/Sprayer', 'Urban Vegetable Garden', 'Urban Vegtable Garden', 'Walking Distance to MARTA', 'Window Treatments', 'Yoga Studio']"
b47p9p8,Pet Policy,"['Dogs and Cats Allowed:', 'Restrictions: One-Time Pet Fee of $500/ pet Comments: Pet Restrictions Apply. $25 Monthly Pet Rent', '$500 Fee', '80 lb Weight Limit', '2 Pet Limit']"
b47p9p8,Parking,"['Surface Lot', '1 space. Parking Available', 'Garage: $150', '1 space. $150 per month, per garage']"
b47p9p8,Property Information,"['Built in 1997', 'Renovated in Jan 2016', '396 Units/3 Stories']"
b47p9p8,Lease Length,['None']
b47p9p8,Services,"['Package Service', 'Laundry Facilities', 'Maintenance on site', 'Planned Social Activities', 'Pet Washing Station', 'Car Charging Station', 'Car Wash Area']"
b47p9p8,Interior,"['Business Center', 'Clubhouse']"
b47p9p8,Outdoor Space,"['Gated', 'Courtyard', 'Grill', 'Balcony', 'Lawn']"
b47p9p8,Fitness & Recreation,"['Fitness Center', 'Spa', 'Pool', 'Tennis Court']"
b47p9p8,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Ceiling Fans', 'Cable Ready', 'Fireplace']"
b47p9p8,Kitchen,"['Dishwasher', 'Granite Countertops', 'Stainless Steel Appliances', 'Kitchen', 'Microwave', 'Refrigerator']"
b47p9p8,Living Space,"['Hardwood Floors', 'Carpet', 'Recreation Room', 'Sunroom', 'Crown Molding', 'Walk-In Closets']"
b47p9p8,Security,"['Controlled Access', 'Property Manager on Site']"
f02824v,Unique Features,"['Backsplash', 'Beautiful Courtyard with Fountain', 'Close to Parks', 'Close to Public Transportation', 'Concrete Flooring', 'Convenient Location', 'Convenient to Midtown and Downtown', 'Corian Countertops', 'Digital Thermostat', 'Energy Efficient Appliances', 'Exposed Duct Work', 'FREE charging stations for electric vehicles', 'French Doors', 'Garden Tub', 'Handicap Accessible', 'Heat', 'Large Closets', 'Loft', 'Maple Cabinets', 'No Breed Restrictions', 'Office/Study', 'Parkside Setting Adjacent to Piedmont Park', 'Raised Ceiling', 'Simulated Wood Plank', 'Smart Home Technology', 'Trash Chute', 'Tub Shower Combo']"
f02824v,Pet Policy,"['Dogs and Cats Allowed:', 'Restrictions: Pet Types Allowed: Dogs, Cats, Fish, Caged Birds. Comments: Pet Fees and Deposits Vary by Property. Please contact the appropriate leasing office with any questions. Assistance animals are always welcome without deposit or fee. 2 Pet Limit']"
f02824v,Parking,"['Garage: $300', '1 space. 1 time parking fee of $300', 'Other']"
f02824v,Property Information,"['Built in 1999', '196 Units/4 Stories']"
f02824v,Lease Length,['None']
f02824v,Services,"['Laundry Facilities', 'Planned Social Activities']"
f02824v,Interior,['Business Center']
f02824v,Outdoor Space,"['Gated', 'Grill', 'Balcony', 'Patio']"
f02824v,Fitness & Recreation,['Fitness Center']
f02824v,Features,"['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Smoke Free', 'Cable Ready', 'Storage Units', 'Double Vanities']"
f02824v,Kitchen,"['Dishwasher', 'Granite Countertops', 'Kitchen', 'Refrigerator']"
f02824v,Living Space,"['Hardwood Floors', 'Tile Floors', 'Vinyl Flooring', 'Dining Room', 'Walk-In Closets']"
f02824v,Security,['Property Manager on Site']
5wz2kcq,Unique Features,"['Car Care Center', 'Deep Soaking Tubs', 'Private Garages*', 'Tile Backsplashes']"
5wz2kcq,Pet Policy,"['Dogs and Cats Allowed', 'Comments: No Aggressive Breeds $15 Monthly Pet Rent', '$300 Fee', '35 lb Weight Limit', '2 Pet Limit']"
5wz2kcq,Parking,"['Surface Lot', 'Parking Available', 'Garage: $125', 'Plenty of parking!']"
5wz2kcq,Property Information,"['Built in 2000', '352 Units/3 Stories']"
5wz2kcq,Lease Length,['None']
5wz2kcq,Services,['Doorman']
5wz2kcq,Interior,"['Business Center', 'Clubhouse']"
5wz2kcq,Outdoor Space,"['Grill', 'Patio']"
5wz2kcq,Fitness & Recreation,"['Fitness Center', 'Spa', 'Pool', 'Tennis Court']"
5wz2kcq,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Tub/Shower', 'Fireplace']"
5wz2kcq,Kitchen,"['Dishwasher', 'Disposal', 'Kitchen', 'Microwave', 'Range']"
5wz2kcq,Living Space,"['Hardwood Floors', 'Carpet', 'Tile Floors', 'Vinyl Flooring', 'Dining Room', 'Den', 'Sunroom', 'Walk-In Closets', 'Window Coverings']"
5wz2kcq,Security,"['Property Manager on Site', 'Concierge']"
68ds0qv,Unique Features,"['Ample Closet Space', 'Cable & High-Speed Internet Access', 'Easy Access to I-285 & I-20', 'Extra Storage Closets', 'Garbage Disposal', 'Maintenance Free Lifestyle', 'Nine-Foot Ceilings', 'Pet Friendly Community', 'Playscape with Sand Volleyball & Gazebo', 'Resident Social Programs', 'Secluded Location', 'Spacious 1, 2, 3 & 4 Bedroom Homes', 'Surprisingly Large Bathrooms']"
68ds0qv,Pet Policy,"['Dogs and Cats Allowed', 'Comments: Breed restrictions do apply, call for details. 2 Pet Limit', 'Other Pets Allowed']"
68ds0qv,Parking,"['Surface Lot', 'Parking Available', 'Other']"
68ds0qv,Property Information,"['Built in 2000', '384 Units/3 Stories']"
68ds0qv,Lease Length,"['3, 4, 5, 6, 7, 8, 9, 10, 11, 12']"
68ds0qv,Services,"['Laundry Facilities', 'Maintenance on site', '24 Hour Availability', 'Public Transportation']"
68ds0qv,Interior,['Clubhouse']
68ds0qv,Outdoor Space,"['Gated', 'Patio']"
68ds0qv,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground']"
68ds0qv,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Ceiling Fans', 'Smoke Free']"
68ds0qv,Kitchen,"['Dishwasher', 'Disposal']"
68ds0qv,Living Space,['Built-In Bookshelves']
68ds0qv,Security,['Property Manager on Site']
ry9ryr0,Unique Features,"['Central Heating and Air', ""Children's Play Area"", 'Convenient Location', 'Decorative Accent Wall', 'Dual Access Entry', 'Easy Access to Marta', 'First Floor', 'SS Appliances', 'Window Blinds', '""']"
ry9ryr0,Pet Policy,['No Pets Allowed']
ry9ryr0,Parking,"['Surface Lot', '1 space.', 'Other']"
ry9ryr0,Property Information,"['Built in 1969', '247 Units/2 Stories']"
ry9ryr0,Lease Length,['None']
ry9ryr0,Services,['Laundry Facilities']
ry9ryr0,Fitness & Recreation,"['Pool', 'Playground']"
ry9ryr0,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Cable Ready', 'Tub/Shower', 'Framed Mirrors']"
ry9ryr0,Kitchen,"['Dishwasher', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Eat-in Kitchen', 'Kitchen', 'Oven', 'Range', 'Refrigerator']"
ry9ryr0,Living Space,"['Hardwood Floors', 'Carpet', 'Recreation Room', 'Den', 'Walk-In Closets', 'Window Coverings']"
ry9ryr0,Security,['Property Manager on Site']
s9268z7,Unique Features,"['2 Inch Faux Wood Blinds', '24-Hour Emergency Maintenance', 'Concierge Package Lockers', 'Dog Park', 'Espresso Cabinets', 'Pets Friendly - Breed Restrictions Apply', 'Private Yoga/Spin Studio', 'Renovated Apartment Homes', 'Resident Club Room w/Games and TV Lounge', 'Soccer Field', 'Starbucks Coffee and Tea Bar', 'Upgraded Lighting Packages', 'Woodcrest Flooring']"
s9268z7,Pet Policy,"['Dogs and Cats Allowed', 'Comments: Pets Welcome - Breed Restrictions Apply. $500 for the first pet, $250 for the second. $10 monthly pet rent. $15 Monthly Pet Rent', '$500 Fee', '2 Pet Limit']"
s9268z7,Parking,"['Surface Lot', '1 space. Parking Available', 'Other']"
s9268z7,Property Information,"['Built in 1976', 'Renovated in Feb 2019', '484 Units/2 Stories']"
s9268z7,Lease Length,['None']
s9268z7,Services,"['Laundry Facilities', 'Car Charging Station']"
s9268z7,Interior,"['Business Center', 'Clubhouse']"
s9268z7,Outdoor Space,"['Grill', 'Picnic Area', 'Balcony', 'Patio']"
s9268z7,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Tennis Court']"
s9268z7,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Heating', 'Smoke Free', 'Cable Ready', 'Wheelchair Accessible (Rooms)']"
s9268z7,Kitchen,"['Dishwasher', 'Granite Countertops', 'Stainless Steel Appliances', 'Pantry', 'Kitchen']"
s9268z7,Living Space,"['Carpet', 'Sunroom', 'Walk-In Closets']"
s9268z7,Security,['Concierge']
thm5n1c,Unique Features,"['Dog Wash', 'Luxer One Package Lockers', 'Outdoor Cooking Area', 'Resort-Style Living', 'Skyline Views']"
thm5n1c,Pet Policy,"['Dogs and Cats Allowed:', 'Restrictions: ECI’s pet friendly communities welcome most breeds of dogs. \\xa0However, because certain breeds do not thrive in a community environment, we cannot accommodate the following breeds, dogs resembling these breeds or mixes of these breeds: \\xa0Akita, American Staffordshire Terrier, Bull Terrier, Chow, Doberman, Dogo Argentino, German Shepherd, Husky, Pit Bull, Presa Canario, Rottweiler and Wolf Hybrid. Comments: ECI’s pet friendly communities welcome most breeds of dogs.  However, because certain breeds do not thrive in a community environment, we cannot accommodate the following breeds, dogs resembling these breeds or mixes of these breeds:  Akita, Ameri... $15 Monthly Pet Rent', '$250 Fee', '2 Pet Limit']"
thm5n1c,Parking,"['Garage', '1 space.', 'Other']"
thm5n1c,Property Information,"['Built in 2017', '251 Units/6 Stories']"
thm5n1c,Lease Length,['None']
thm5n1c,Services,['Car Charging Station']
thm5n1c,Interior,['Business Center']
thm5n1c,Outdoor Space,"['Gated', 'Grill', 'Balcony']"
thm5n1c,Fitness & Recreation,"['Fitness Center', 'Pool']"
thm5n1c,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit']"
thm5n1c,Kitchen,"['Stainless Steel Appliances', 'Kitchen']"
thm5n1c,Living Space,['Tile Floors']
thm5n1c,Security,['Controlled Access']
7r1p1gz,Unique Features,"['9ft & 10ft Ceilings*', 'Ceiling Fan', 'Courtesy Patrol', 'Courtyard', 'Designer Lighting Package', 'Disposal', 'Dramatic City Views', 'Efficient Appliances', 'Electronic Thermostat', 'High Ceilings', 'Large Closets', 'Off Street Parking', 'Open Floor Plans', 'Oversized Windows*', 'Pre wired for Google fiber', 'Preferred Parking for Energy Efficient Cars', 'Quartz Countertops', 'Recycling Center', 'Retail and Restaurant Parking', 'Roman Tubs', 'Steps away from dining and shops', 'Subway Tile Backsplash', 'Valet trash', 'View', 'Vinyl Wood Plank Flooring', 'Wheelchair Access', 'Wired for High-Speed Internet']"
7r1p1gz,Pet Policy,"['Dogs Allowed', 'Comments: Aggressive breed restrictions $500 Fee', '75 lb Weight Limit', '2 Pet Limit', 'Cats Allowed', '75 lb Weight Limit', '2 Pet Limit']"
7r1p1gz,Parking,"['Surface Lot and Garage', 'Covered', '1 space.']"
7r1p1gz,Property Information,"['Built in 2015', '230 Units/6 Stories', 'Furnished']"
7r1p1gz,Lease Length,"['3, 4, 5, 6, 7, 8, 9, 10, 11, 12, 13, 14']"
7r1p1gz,Services,"['Package Service', 'Wi-Fi at Pool and Clubhouse', 'Maintenance on site', 'Furnished Units Available', 'On-Site Retail', 'Trash Pickup - Door to Door', 'Recycling', 'Dry Cleaning Service', 'Laundry Service', 'Maid Service', 'Online Services', 'Planned Social Activities', 'Pet Play Area', 'Car Charging Station', 'Public Transportation']"
7r1p1gz,Interior,"['Elevator', 'Business Center', 'Clubhouse', 'Breakfast/Coffee Concierge', 'Disposal Chutes']"
7r1p1gz,Outdoor Space,"['Gated', 'Grill', 'Balcony']"
7r1p1gz,Fitness & Recreation,"['Fitness Center', 'Pool', 'Bike Storage']"
7r1p1gz,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Cable Ready']"
7r1p1gz,Kitchen,"['Dishwasher', 'Stainless Steel Appliances', 'Pantry', 'Island Kitchen', 'Kitchen', 'Microwave', 'Refrigerator']"
7r1p1gz,Living Space,"['Hardwood Floors', 'Tile Floors', 'Recreation Room', 'Window Coverings']"
7r1p1gz,Security,"['Property Manager on Site', 'Security System']"
40dvhpl,Unique Features,"['Ample Closet Space', 'Bookshelves *', 'Breezeways or Buildings', 'Computer Café', 'Electronic Thermostat', 'Garbage Disposals', 'Library (Rooms)', 'Nine-Foot Ceilings', 'Overhead Lighting', 'Oversized Decks and Balconies *', 'Pet Friendly Apartment Community', 'Recycling Area', 'Spacious 1, 2, and 3 Bedroom Homes', 'Surprisingly Large Bathrooms with Garden Tubs', 'Tot Lots', 'Totally Electric', 'Upscale Finishes']"
40dvhpl,Pet Policy,"['Dogs and Cats Allowed', 'Comments: Breed restrictions do apply, call for details. $350 Deposit', '$350 Fee', '50 lb Weight Limit', '2 Pet Limit']"
40dvhpl,Parking,"['Surface Lot', 'Parking Available', 'Other']"
40dvhpl,Property Information,"['Built in 2013', '304 Units/4 Stories']"
40dvhpl,Lease Length,['None']
40dvhpl,Services,"['Wi-Fi at Pool and Clubhouse', 'Laundry Facilities', 'Maintenance on site', '24 Hour Availability', 'Recycling', 'Renters Insurance Program', 'Online Services', 'Planned Social Activities', 'Public Transportation']"
40dvhpl,Interior,"['Business Center', 'Clubhouse', 'Lounge', 'Multi Use Room', 'Storage Space', 'Conference Room']"
40dvhpl,Outdoor Space,"['Gated', 'Sundeck', 'Courtyard', 'Grill', 'Picnic Area', 'Balcony', 'Deck', 'Grill']"
40dvhpl,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Media Center/Movie Theatre']"
40dvhpl,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Storage Units', 'Double Vanities', 'Tub/Shower', 'Sprinkler System', 'Wheelchair Accessible (Rooms)']"
40dvhpl,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Pantry', 'Kitchen', 'Oven', 'Range', 'Refrigerator', 'Freezer']"
40dvhpl,Living Space,"['Carpet', 'Dining Room', 'Built-In Bookshelves', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Window Coverings']"
40dvhpl,Security,"['Controlled Access', 'Property Manager on Site', 'Security System', 'Video Patrol', 'Security System']"
s5gwth5,Unique Features,"['Disposal', 'Efficient Appliances', 'Gas Range', 'Sports Court']"
s5gwth5,Pet Policy,"['Pets Negotiable', 'Dogs Allowed', 'Comments: Breed Restrictions Apply. Please Contact Leasing Office for more information. 50 lb Weight Limit', '2 Pet Limit', 'Cats Allowed', 'Comments: Only cats, dogs, birds and fish are allowed (no fee/deposit for birds or fish is required). A twenty (20) gallon fish tank is the maximum allowed in first floor apartments only and proof of Renters Insurance will be required. 50 lb Weight Limit', '2 Pet Limit', 'Birds and Fish Allowed']"
s5gwth5,Parking,"['Surface Lot', '1 space.', 'Other']"
s5gwth5,Property Information,"['Built in 1987', '272 Units/2 Stories']"
s5gwth5,Lease Length,['None']
s5gwth5,Services,['Package Service']
s5gwth5,Interior,"['Elevator', 'Clubhouse']"
s5gwth5,Outdoor Space,['Gated']
s5gwth5,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground']"
s5gwth5,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Air Conditioning', 'Ceiling Fans', 'Cable Ready', 'Fireplace']"
s5gwth5,Kitchen,"['Dishwasher', 'Refrigerator']"
s5gwth5,Living Space,['Carpet']
g1fkldz,Unique Features,"['2 Inch Blinds', 'BBQ/Picnic Area', 'Black Appliances In Select Homes*', 'Ceiling Fan', 'City View*', 'Courtesy Patrol', 'Disposal', 'Dog Park', 'Efficient Appliances', 'Electronic Thermostat', 'Extra Storage', 'Fountain Courtyard', 'Furnished Homes Available', 'Handrails', 'Hardwood', 'Luxury Flooring In Select Homes', 'Recycling', 'Reserved Parking', 'Social Activities for Residents', 'Spanish Speaking Staff', 'View', 'Walk to Dining & Shops', 'Wheelchair Access']"
g1fkldz,Pet Policy,"['Dogs Allowed:', 'Restrictions: No Aggressive Breeds Comments: Maximum 2 pets per apt $400 Fee', '75 lb Weight Limit', '2 Pet Limit', 'Cats Allowed', 'Comments: Maximum 2 pets per apt $300 Fee', '2 Pet Limit']"
g1fkldz,Parking,"['Surface Lot', 'Included in price of available unit.', 'Covered and Garage', 'Other', 'Reserved Parking $2']"
g1fkldz,Property Information,"['Built in 2000', '241 Units/4 Stories', 'Furnished']"
g1fkldz,Lease Length,"['3, 4, 5, 6, 7, 8, 9, 10, 11, 12']"
g1fkldz,Services,"['Package Service', 'Wi-Fi at Pool and Clubhouse', 'Laundry Facilities', 'Maintenance on site', 'Furnished Units Available', 'Trash Pickup - Curbside', 'Trash Pickup - Door to Door', 'Recycling', 'Renters Insurance Program', 'Online Services', 'Planned Social Activities', 'Pet Play Area', 'Public Transportation']"
g1fkldz,Interior,"['Business Center', 'Clubhouse', 'Storage Space', 'Corporate Suites']"
g1fkldz,Outdoor Space,"['Gated', 'Fenced Lot', 'Sundeck', 'Courtyard', 'Grill', 'Balcony', 'Patio', 'Lawn', 'Grill']"
g1fkldz,Fitness & Recreation,"['Fitness Center', 'Pool']"
g1fkldz,Features,"['High Speed Internet Access', 'Wi-Fi', 'Washer/Dryer - In Unit', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Cable Ready', 'Tub/Shower', 'Handrails', 'Sprinkler System']"
g1fkldz,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Pantry', 'Eat-in Kitchen', 'Kitchen', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer']"
g1fkldz,Living Space,"['Hardwood Floors', 'Carpet', 'Vinyl Flooring', 'Dining Room', 'Office', 'Den', 'Crown Molding', 'Vaulted Ceiling', 'Views', 'Walk-In Closets', 'Linen Closet', 'Double Pane Windows']"
g1fkldz,Security,"['Controlled Access', 'Property Manager on Site', 'Security System', 'Video Patrol', 'Security System']"
dtjm23h,Unique Features,"['3 Pets Welcome', 'Brushed Nickel Finishes', 'Corner Unit', 'Covered, Reserved Parking Available', 'Detached Garages', 'Gas Stove', 'Gazebo', 'Golf Course View', 'Half Bath', 'Large Fenced-In Yard', 'Mobile Account Management', 'Mobile Rent Payments', 'Modular Closet', 'On the BeltLine', 'Outdoor Social Space', 'Pet Friendly', 'SMART Door Lock', 'SMART Thermostat', 'SMARTHOME Bundle', 'Tile Backsplash', 'Touch-Free SMARTPACKAGE Lockers', 'White Shaker-Style Cabinets', 'White Upper, Dark Teak Lower Cabinets', 'White Upper, Red Lower Cabinets', 'Yoga Space']"
dtjm23h,Pet Policy,"['Dogs Allowed:', 'Restrictions: Breed restrictions apply. Please contact office. Comments: Venterra welcomes up to 3 pets. Charges listed are for one pet, please contact the office for additional pet fees. Breed Restrictions Apply. $35 Monthly Pet Rent', '$400 Fee', '3 Pet Limit', 'Cats Allowed', 'Comments: Venterra welcomes up to 3 pets. Charges listed are for one pet, please contact the office for additional pet fees. $35 Monthly Pet Rent', '$400 Fee', '3 Pet Limit']"
dtjm23h,Parking,"['Surface Lot', '1 space. Parking Available', 'Covered: $40', '1 space; Assigned Parking.', 'Garage: $110', '1 space; Assigned Parking.']"
dtjm23h,Property Information,"['Built in 1947', 'Renovated in Apr 2015', '128 Units/3 Stories']"
dtjm23h,Lease Length,['3-13']
dtjm23h,Services,"['Maintenance on site', 'Online Services', 'Pet Play Area', 'Pet Washing Station']"
dtjm23h,Interior,['Clubhouse']
dtjm23h,Outdoor Space,"['Grill', 'Balcony', 'Patio']"
dtjm23h,Fitness & Recreation,"['Fitness Center', 'Pool']"
dtjm23h,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit']"
dtjm23h,Kitchen,"['Granite Countertops', 'Stainless Steel Appliances']"
dtjm23h,Living Space,"['Carpet', 'Vinyl Flooring']"
cydgevf,Unique Features,"['2 Playgrounds', '2-inch Blinds', '3 Pets Welcome', 'Black and Stainless Appliances', 'Bocce Ball Court', 'Bonus Closet', 'Dual Closets', 'Extended Vanity', 'Gooseneck Faucet', 'Mobile Account Management', 'Mobile Rent Payments', 'Pickleball Court', 'Shaker-Style Cabinets', 'Spin Area', 'Stand-Up Shower', 'Stove', 'Tile Backsplash', 'Walk-Through Closet']"
cydgevf,Pet Policy,"['Dogs Allowed:', 'Restrictions: Breed restrictions apply. Please contact office. Comments: Venterra welcomes up to 3 pets. Charges listed are for one pet, please contact the office for additional pet fees. Breed Restrictions Apply. $100 Deposit', '$20 Monthly Pet Rent', '$300 Fee', '75 lb Weight Limit', '3 Pet Limit', 'Cats Allowed', 'Comments: Venterra welcomes up to 3 pets. Charges listed are for one pet, please contact the office for additional pet fees. $100 Deposit', '$20 Monthly Pet Rent', '$300 Fee', '75 lb Weight Limit', '3 Pet Limit', 'Birds, Fish and Reptiles Allowed']"
cydgevf,Parking,"['Surface Lot', 'Parking Available', 'Other', 'Please contact leasing office for complete parking information.']"
cydgevf,Property Information,"['Built in 1975', '505 Units/3 Stories']"
cydgevf,Lease Length,"['Available months 3,4,5,6,7,8,9,10,11,12']"
cydgevf,Services,"['Laundry Facilities', 'Online Services', 'Pet Play Area']"
cydgevf,Outdoor Space,['Grill']
cydgevf,Fitness & Recreation,"['Fitness Center', 'Pool', 'Playground', 'Volleyball Court']"
cydgevf,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit', 'Ceiling Fans']"
cydgevf,Kitchen,"['Dishwasher', 'Disposal', 'Granite Countertops', 'Eat-in Kitchen', 'Refrigerator']"
cydgevf,Living Space,"['Carpet', 'Vinyl Flooring']"
fw5jryv,Unique Features,"['2-inch Blinds', '3 Pets Welcome', 'Billiards Area', 'Brushed Nickel Finishes', 'Chestnut Shaker-Style Cabinets', 'Courtyard View', 'Courtyard View Dog Park', 'Curbside Access', 'Downtown Facing', 'First-Floor Restaurants and Retail', 'Garden Tub', 'Garden Tub in both Bathrooms', 'Gooseneck Faucet', 'Ground Level', 'Mobile Account Management', 'Mobile Rent Payments', 'North Facing', 'Outdoor Social Spot', 'Parking Garage Access', 'Resident Parking Garage', 'Retail Side', 'SMART Door Lock', 'SMART Thermostat', 'Touch-Free SMARTPACKAGE Lockers']"
fw5jryv,Pet Policy,"['Dogs Allowed:', 'Restrictions: Breed restrictions apply. Please contact office. Comments: Venterra welcomes up to 3 pets. Charges listed are for one pet, please contact the office for additional pet fees. Breed Restrictions Apply. $100 Deposit', '$20 Monthly Pet Rent', '$400 Fee', '3 Pet Limit', 'Cats Allowed', 'Comments: Venterra welcomes up to 3 pets. Charges listed are for one pet, please contact the office for additional pet fees. $100 Deposit', '$20 Monthly Pet Rent', '$400 Fee', '3 Pet Limit']"
fw5jryv,Parking,"['Street', 'Garage', '1 space. one-time $100 fee']"
fw5jryv,Property Information,"['Built in 2009', '340 Units/4 Stories']"
fw5jryv,Services,"['Package Service', 'Maintenance on site', 'Trash Pickup - Door to Door', 'Recycling', 'Online Services', 'Pet Play Area', 'Pet Washing Station']"
fw5jryv,Interior,"['Elevator', 'Lounge']"
fw5jryv,Outdoor Space,"['Grill', 'Patio']"
fw5jryv,Fitness & Recreation,"['Fitness Center', 'Pool']"
fw5jryv,Features,"['High Speed Internet Access', 'Washer/Dryer - In Unit']"
fw5jryv,Kitchen,"['Granite Countertops', 'Island Kitchen', 'Kitchen']"
fw5jryv,Living Space,"['Carpet', 'Vinyl Flooring', 'Walk-In Closets']"
fw5jryv,Security,['Controlled Access']
6d53r4v,Unique Features,"['24-Hour Emergency Maintenance', '33-Foot Ceiling', 'Bocce Ball', 'Confere Rooms', 'Corner Unit', 'Courtyard View', 'Double Staircases', 'Exposed Ductwork', 'Flats', 'Free-Standing Hammocks', 'Ground Level', 'Historic Architectural Details', 'Historic Building', 'Mobile Account Management', 'Navy Lower Cabinets', 'Original Timber Ceiling', 'Outdoor Social Spaces', 'Oversized Closet', 'Oversized Windows', 'Polished Concrete Floor', 'Resident Atrium', 'Second Floor', 'SMARTHOME Bundle', 'Spiral Staircase', 'Third Floor']"
6d53r4v,Pet Policy,"['Dogs Allowed:', 'Restrictions: Breed restrictions apply. Please contact office. Comments: Venterra welcomes up to 3 pets. Charges listed are for one pet, please contact the office for additional pet fees. Breed Restrictions Apply. $100 Deposit', '$25 Monthly Pet Rent', '$300 Fee', '45 lb Weight Limit', '3 Pet Limit', 'Cats Allowed', 'Comments: Venterra welcomes up to 3 pets. Charges listed are for one pet, please contact the office for additional pet fees. $100 Deposit', '$25 Monthly Pet Rent', '$300 Fee', '45 lb Weight Limit', '3 Pet Limit']"
6d53r4v,Parking,"['Surface Lot', '1 space.', 'Other']"
6d53r4v,Property Information,"['Built in 1999', 'Renovated in Jan 1999', '315 Units/3 Stories']"
6d53r4v,Lease Length,['None']
6d53r4v,Services,"['Package Service', 'Laundry Facilities', 'Maintenance on site', 'Online Services', 'Pet Play Area']"
6d53r4v,Interior,"['Elevator', 'Business Center', 'Clubhouse', 'Vintage Building']"
6d53r4v,Outdoor Space,"['Courtyard', 'Grill', 'Grill']"
6d53r4v,Fitness & Recreation,"['Fitness Center', 'Pool']"
6d53r4v,Features,"['High Speed Internet Access', 'Washer/Dryer Hookup', 'Air Conditioning', 'Heating', 'Ceiling Fans', 'Smoke Free', 'Cable Ready', 'Trash Compactor', 'Tub/Shower', 'Sprinkler System', 'Wheelchair Accessible (Rooms)']"
6d53r4v,Kitchen,"['Dishwasher', 'Disposal', 'Ice Maker', 'Granite Countertops', 'Stainless Steel Appliances', 'Microwave', 'Oven', 'Range', 'Refrigerator', 'Freezer']"
6d53r4v,Living Space,"['Hardwood Floors', 'Skylight', 'Walk-In Closets', 'Loft Layout', 'Window Coverings']"
6d53r4v,Security,['Controlled Access']
